Item Name,Unique ID,Urban Place Name,Pop 1990,Pop 1980,Pop 1970,Pop 1960,Pop 1950,Pop 1940,Pop 1930,Pop 1921,Longitude,Latitude,Elevation,Atlas Page,Capital,,Additional Notes: 
Key,From Right to Left:,,In 1000's,In 1000's,In 1000's,In 1000's,In 1000's,In 1000's,In 1000's,In 1000's,To 1/10th of a Min.,To 1/10th of a Min.,In Meters;,From Carta,E = State Capital,,* Missing coordinates were not available
,1st. three digits = Municipality ID,,,,,,,,,,"(e.g., 09020.20 =","(e.g., 2220.20 =",at 10 meter,De Mexico,M = Municipal Capital,,* Urban ID conforms to INEGI system
,Following digits = State ID,,,,,,,,,,90 degrees,22 degrees,intervals,"INEGI, 1982",,,
,,,,,,,,,,,20 minutes,20 minutes,,,,,
,,,,,,,,,,,2/10 minute),2/10 minute),,,,,
,12011,Atoyac de Alvarez,18.561,12.4,8.9,6.6,4.1,2.1,3.4,2.3,-10026.00,1712.40,70,E14-10,M
,12014,San Jeronimo de Juarez,6.964,5.9,5.2,4.2,4,2.7,3.4,2.3,-10028.20,1708.10,10,E14-10,M
,12015,Buenavista de Cuellar,5.723,5.6,3.5,3.9,2.9,2.4,1.8,2,-09924.40,1827.50,1300,E14-05,M
,12018,Copala,5.772,5.1,3.8,3.4,1.8,1.6,1.4,1,-09858.50,1636.30,20,E14-11,M
,12023,Cuajinicuilapa,8.439,5.5,4.2,2.6,1.5,1.3,1.1,1,-09824.80,1628.20,50,E14-11,M
,12028,Chilapa de Alvarez,16.332,13.3,9.2,7.4,7.3,6.1,7.1,7.5,-09910.60,1735.50,1500,E14-08,M
,12029,Chilpancingo de los Bravo M.A. (15),165.1,124.1,79.1,52,45.7,33.3,30.1,26,-09930.20,1733.30,1300,E14-08,E
,12034,Huitzuco de los Figueroa,13.75,10.9,9.4,6.4,4.7,3.9,3.8,3.2,-09920.00,1818.30,1050,E14-05,M
,12035,Iguala,83.412,66,45.3,26.8,19.4,12.8,12,10.9,-09932.20,1820.70,750,E14-05,M
,12039,Tierra Colorado,10.09,8.1,5,3.4,2.1,1.4,1,0.6,-09931.80,1709.80,300,E14-08,M
,12040,Chichihualco,8.88,7.7,5.8,4.7,3.2,2.8,3.1,2.4,-09940.40,1739.50,1200,E14-08,M
,12046,Ometepec,11.474,9.2,7.3,5,4.8,4.6,4.4,4.2,-09824.30,1641.30,300,E14-11,M
,12048,Petatlan,18.044,12.5,9.4,4.9,3.6,3.1,2.5,2.7,-10116.20,1732.20,40,E14-10,M
,12050,Ciudad Altamirano,16.697,12,8.7,6,4.8,4.1,3.8,4.1,-10040.00,1821.40,260,E14-04,M
,12053,San Marcos,11.732,5.3,5.9,5.2,3.8,1.7,2.9,2.5,-09923.30,1647.70,90,E14-11,M
,12053,Las Vigas,4.814,7.8,0.2,0.1,0.1,0.1,0.1,0.1,-09913.70,1645.50,50,E14-11,
,12055,Taxco de Alarcon,41.836,36.3,27.1,14.8,10,5,3.6,2.4,-09936.30,1833.20,1800,E14-05,
